total_feed,total_harvest_weight,initial_age,fasting_avg,harvest_population,pond_length,total_seed_type,volume_ponds,pond_depth,total_live_shrimp,total_seed,pond_width,death_abw,target_cultivation_day,FCR,area,death_quantity
413.5,454.0,1.0,0.4615384615384615,454.0,59.0,1,2065.0,1.0,100000.0,100000,35.0,0.0,90.0,0.9107929515418502,2065.0,0.0
419.907,915.0,1.0,0.5333333333333333,915.0,50.0,1,2500.0,1.0,88000.0,88000,50.0,0.0,90.0,0.4589147540983606,1400.0,0.0
571.4,280.0,0.0,1.0,280.0,42.0,0,764.4,1.3,74313.5,75000,14.0,2.65,100.0,2.040714285714285,588.0,686.5
293.04,300.0,0.0,1.0,300.0,95.0,2,3990.0,1.5,220000.0,220000,28.0,0.0,100.0,0.9768,2660.0,0.0
1399.6,1491.0,0.0,1.0,1491.0,30.0,2,810.0,1.2,99602.8,100000,22.5,4.492,100.0,0.9386988598256204,600.0,397.2
1704.5,800.44,0.0,1.0,800.44,46.0,2,2737.0,1.7,149911.0,150000,35.0,7.5,110.0,2.1294538004097743,1650.0,89.0
950.5,260.0,0.0,0.3695652173913043,260.0,45.0,2,4050.0,2.0,174710.0,175000,45.0,5.625,100.0,3.655769230769231,2025.0,290.0
2873.3,210.0,0.0,0.0,210.0,30.0,0,690.0,1.0,99888.45945945944,100000,23.0,13.591621621621622,120.0,13.682380952380951,690.0,111.54054054054056
1096.2,450.0,0.0,0.1333333333333333,450.0,30.0,0,900.0,1.0,109636.73333333334,110000,30.0,5.959333333333333,100.0,2.436,900.0,363.26666666666665
730.31,95.8,0.0,0.3333333333333333,95.8,25.0,0,1125.0,1.5,74923.11111111111,75000,30.0,5.007777777777778,100.0,7.623277661795407,1500.0,76.88888888888889
7804.3,5158.41,0.0,0.0232558139534883,5158.41,49.0,0,1700.3000000000002,1.0,219897.91666666663,220000,34.7,21.36583333333333,105.0,1.5129274330656153,1700.0,102.08333333333331
3174.51,1151.0,0.0,0.1015625,1151.0,36.06,0,1300.3236000000002,1.0,179885.81818181818,180000,36.06,4.348181818181818,120.0,2.758045178105995,1300.0,114.1818181818182
2705.9,856.0,0.0,0.15,856.0,40.0,0,1400.0,1.0,178871.15384615384,180000,35.0,4.280769230769231,120.0,3.161098130841121,1400.0,1128.8461538461538
3050.0,1100.0,0.0,0.0476190476190476,1100.0,40.0,0,1920.0,1.2,150000.0,150000,40.0,0.0,120.0,2.772727272727273,1600.0,0.0
2382.34,1789.88,0.0,0.8,1789.88,55.41,1,345425.93999999994,150.0,192408.0625,193368,41.56,8.13625,100.0,1.3310054305316557,1000.0,959.9375
1031.29,456.97,0.0,0.8,456.97,56.57,1,360039.765,150.0,196962.8823529412,198528,42.43,4.590588235294117,100.0,2.256800227586056,1000.0,1565.1176470588234
1518.89,913.53,0.0,1.0,913.53,55.38,0,344989.7100000001,150.0,191432.46153846156,193368,41.53,7.779230769230769,100.0,1.6626602300964393,1000.0,1935.5384615384612
1454.13,891.49,0.0,1.0,891.49,56.0,1,352800.0,150.0,193376.9333333333,194392,42.0,8.104666666666667,100.0,1.6311231758067952,1000.0,1015.0666666666668
2186.84,1343.57,0.0,0.8,1343.57,53.54,1,322524.96,150.0,194656.0,195670,40.16,8.895,100.0,1.6276338411843077,1000.0,1014.0
1875.15,492.74,0.0,0.2727272727272727,492.74,32.31,1,117430.695,150.0,65952.6,66176,24.23,7.566666666666666,100.0,3.805556683037707,1000.0,223.4
919.99,322.35,0.0,0.110091743119266,322.35,32.0,1,150000.0,150.0,201049.0,202742,31.25,5.517272727272727,100.0,2.8540096168760662,1000.0,1693.0
665.33,401.77,0.0,0.5,401.77,54.26,1,331175.91,150.0,176564.5,177684,40.69,5.204444444444444,100.0,1.655997212335416,1000.0,1119.5
1373.12,619.01,0.0,0.5,619.01,55.41,1,345425.93999999994,150.0,181070.0,182112,41.56,6.2076,100.0,2.2182517245278754,1000.0,1042.0
1002.5,445.81,0.0,0.1818181818181818,445.81,49.29,0,2186.70156,1.2,148877.3125,150348,36.97,5.561875,100.0,2.24871582064108,2025.0,1470.6875
2564.3,2339.5,1.0,0.0185185185185185,2339.5,36.51,0,1500.01335,1.5,150000.0,150000,27.39,0.0,110.0,1.0960889078863003,1050.0,0.0
851.8,568.0,1.0,0.0178571428571428,568.0,35.0,0,1050.0,1.5,50000.0,50000,20.0,0.0,110.0,1.4996478873239436,700.0,0.0
1870.0,1182.0,0.0,0.0317460317460317,1182.0,50.0,0,2700.0,1.8,164279.29411764705,165000,30.0,4.4405882352941175,220.0,1.5820642978003383,1500.0,720.7058823529412
5139.5,3199.73,0.0,0.0,3199.73,50.0,0,1500.0,1.0,250000.0,250000,30.0,0.0,120.0,1.6062292755951284,1500.0,0.0
3750.5,2128.19,0.0,0.0,2128.19,50.0,0,1500.0,1.0,250000.0,250000,30.0,0.0,120.0,1.7622956596920387,1500.0,0.0
14.6,25.0,1.0,1.0,25.0,64.0,2,1344.0,1.5,20000.0,20000,14.0,0.0,100.0,0.584,896.0,0.0
15.3,2.0,1.0,1.0,2.0,121.0,2,3811.5,1.5,24722.0,25000,21.0,3.6,100.0,7.649999999999999,2541.0,278.0
19.4,27.0,1.0,0.5507155923572717,27.0,48.0,2,1440.0,1.5,10000.0,10000,20.0,0.0,55.0,0.7185185185185184,960.0,0.0
1318.9,441.0,0.0,0.2222222222222222,441.0,30.0,1,1008.0,1.2,145748.2,147000,28.0,5.354,100.0,2.990702947845805,600.0,1251.8
868.7,318.51,0.0,1.0,318.51,51.85,1,2419.1136,1.2,158990.0,161356,38.88,4.208518518518519,100.0,2.7273868952309197,1000.0,2366.0
983.0,381.19,0.0,1.0,381.19,52.94,1,2522.6968799999995,1.2,171074.90625,172746,39.71,4.8665625,100.0,2.5787664943991184,1000.0,1671.09375
733.7,386.18,0.0,1.0,386.18,51.83,1,2417.55852,1.2,158755.15625,161356,38.87,3.85875,100.0,1.899891242425812,1000.0,2600.84375
569.0,34.44,0.0,1.0,34.44,54.1,1,2633.8044,1.2,174470.87096774194,176859,40.57,3.5951612903225807,100.0,16.521486643437864,1000.0,2388.1290322580644
382.5,98.66,0.0,0.0892857142857142,98.66,53.14,1,2541.79248,1.2,167778.63636363635,169702,39.86,2.188181818181818,100.0,3.876951145347659,1000.0,1923.3636363636365
1058.5,403.75,0.0,0.5507155923572717,403.75,50.36,1,2282.5166400000003,1.2,154727.24,157665,37.77,5.1508,100.0,2.621671826625387,1000.0,2937.76
546.7,207.04,0.0,1.0,207.04,51.85,1,2419.1136,1.2,158620.34782608697,161356,38.88,3.5913043478260867,100.0,2.64055255023184,1000.0,2735.6521739130435
1052.5,577.37,0.0,1.0,577.37,50.96,1,2337.22944,1.2,158617.05,160407,38.22,5.504,100.0,1.822921177061503,1000.0,1789.95
667.0,361.24,0.0,1.0,361.24,50.96,1,2337.22944,1.2,153960.3448275862,155792,38.22,3.0513793103448275,100.0,1.846417893920939,1000.0,1831.655172413793
1680.9,1640.49,0.0,1.0,1640.49,49.85,1,2236.6698,1.2,154900.0,154923,37.39,4.684285714285714,100.0,1.0246328840773185,2025.0,23.0
1157.4,510.32,0.0,0.0172413793103448,510.32,52.18,1,2450.16408,1.2,161671.22727272726,164138,39.13,4.946818181818181,100.0,2.2679887129644145,2025.0,2466.7727272727275
1017.5,240.12,0.0,1.0,240.12,51.08,1,2348.24976,1.2,155871.36363636365,160407,38.31,5.120454545454545,100.0,4.2374646010328165,2025.0,4535.636363636364
500.6,158.88,0.0,0.5507155923572717,158.88,47.05,1,1991.9088,1.2,133872.18181818182,136318,35.28,3.165,100.0,3.150805639476334,2025.0,2445.818181818182
1527.0,670.0,0.0,0.0,670.0,42.0,0,966.0,1.0,127501.42857142857,130000,23.0,4.6692857142857145,120.0,2.2791044776119405,966.0,2498.5714285714284
2537.0,500.0,0.0,0.6,500.0,30.0,0,900.0,1.0,128368.78571428572,130000,30.0,7.122857142857143,100.0,5.074,1200.0,1631.2142857142858
951.5,300.0,0.0,0.3333333333333333,300.0,37.85,0,2240.7200000000003,1.6,174695.0,175000,37.0,2.0,100.0,3.171666666666667,1400.0,305.0
549.2,150.0,0.0,0.4722222222222222,150.0,26.5,0,1119.36,1.6,85000.0,85000,26.4,0.0,100.0,3.6613333333333338,701.0,0.0
3124.501,1549.8,0.0,0.0192307692307692,1549.8,40.0,0,1419.0,1.65,109933.5,110000,21.5,15.089,110.0,2.0160672344818686,860.0,66.5
1937.501,894.0,0.0,0.0578512396694214,894.0,40.0,0,1419.0,1.65,109856.4,110000,21.5,11.618666666666666,110.0,2.1672270693512306,860.0,143.6
450.1,250.0,0.0,0.125,250.0,30.0,0,900.0,1.0,67710.5,70000,30.0,1.5550000000000002,100.0,1.8004,900.0,2289.5
3191.0,1709.0,0.0,0.5507155923572717,1709.0,30.0,0,2520.0,1.4,249420.0,250000,60.0,6.109999999999999,150.0,1.8671737858396724,1560.0,580.0
532.4,455.0,0.0,0.2941176470588235,455.0,30.0,1,1800.0,2.0,84845.0,87000,30.0,4.65,100.0,1.17010989010989,600.0,2155.0
440.7,395.0,0.0,0.1428571428571428,395.0,32.0,0,52800.0,75.0,49990.0,50000,22.0,6.67,120.0,1.1156962025316457,704.0,10.0
5863.0,5542.87,1.0,1.0,5542.87,76.0,1,6201.599999999999,1.7,562600.0,562600,48.0,0.0,100.0,1.057755278402705,3600.0,0.0
112.8,105.5,1.0,0.1011235955056179,105.5,60.0,2,1800.0,1.0,40000.0,40000,30.0,0.0,56.0,1.0691943127962085,1200.0,0.0
357.39,100.0,0.0,0.1,100.0,42.0,2,1310.4,1.2,89317.4,90000,26.0,3.5700000000000003,105.0,3.5739,1092.0,682.6
530.7,200.0,0.0,0.0666666666666666,200.0,60.0,0,1800.0,1.0,99537.5,100000,30.0,5.7525,100.0,2.6535,1800.0,462.5
698.4,281.6,0.0,0.037037037037037,281.6,35.59,0,1000.0790000000002,1.0,124811.53846153848,125000,28.1,7.146153846153847,100.0,2.480113636363636,1000.0,188.46153846153845
467.3,228.0,0.0,0.34375,228.0,35.59,0,1000.0790000000002,1.0,124775.41666666669,125000,28.1,4.2125,100.0,2.049561403508772,1000.0,224.58333333333331
805.56,250.0,0.0,0.0526315789473684,250.0,90.0,2,4050.0,1.5,217889.2857142857,220000,30.0,3.6264285714285713,100.0,3.22224,2700.0,2110.714285714286
430.0,250.0,0.0,0.2222222222222222,250.0,21.9,0,719.415,1.5,60000.0,60000,21.9,0.0,100.0,1.72,480.0,0.0
2845.3,1296.81,0.0,0.0,1296.81,50.0,0,2280.0,1.2,249801.55,250000,38.0,15.827000000000002,100.0,2.194076233218436,1900.0,198.45
1986.54,814.85,0.0,0.4677419354838709,814.85,50.0,0,1740.0,1.2,198448.5,200000,29.0,7.4575,100.0,2.437921089771123,1450.0,1551.5
1469.0,811.23,0.0,0.5333333333333333,811.23,50.0,0,2250.0,1.5,96358.0,100000,30.0,15.313333333333333,120.0,1.8108304673150648,1500.0,3642.0
3130.77,2060.0,0.0,0.0677966101694915,2060.0,40.0,0,1000.0,1.0,109823.33333333331,110000,25.0,24.42,110.0,1.5197912621359224,1000.0,176.66666666666666
820.28,750.0,1.0,0.08,750.0,28.0,2,100800.0,150.0,149456.0,150000,24.0,6.040666666666667,60.0,1.0937066666666666,672.0,544.0
622.4,161.25,0.0,0.1333333333333333,161.25,25.56,0,489.9852,1.0,77057.8,80000,19.17,5.0,110.0,3.85984496124031,490.0,2942.2
1566.04,666.8,0.0,0.125,666.8,50.0,0,2590.0,1.4,328766.3333333333,330000,37.0,5.2,100.0,2.3485902819436117,1850.0,1233.6666666666667
1754.64,615.47,0.0,0.0,615.47,50.0,0,2600.0,1.3,349472.76470588235,350000,40.0,8.062941176470588,100.0,2.850894438396673,2000.0,527.2352941176471
294.9,305.0,1.0,0.0434782608695652,305.0,58.0,0,2610.0,1.0,100000.0,100000,45.0,0.0,75.0,0.9668852459016392,2610.0,0.0
4383.0,3392.6100000000006,0.0,0.3888888888888889,3392.6100000000006,54.83,2,6763.828799999999,3.0,174993.33333333334,175000,41.12,24.906666666666663,120.0,1.291925685534146,2256.25,6.666666666666667
4358.0,3542.6600000000003,0.0,0.1111111111111111,3542.6600000000003,53.04,2,6329.7936,3.0,174996.33333333334,175000,39.78,15.305,120.0,1.2301490970062043,2111.4,3.6666666666666665
4240.0,3372.88,0.0,0.2,3372.88,51.9,2,6059.844,3.0,174998.0,175000,38.92,12.0,120.0,1.2570859324968573,2020.5,2.0
4452.0,3695.21,0.0,0.1428571428571428,3695.21,50.99,2,5849.572800000001,3.0,174997.0,175000,38.24,13.33,120.0,1.204802974661792,1951.43,3.0
1315.3,920.0,0.0,0.0888888888888888,920.0,40.0,0,1400.0,1.0,118715.0,125000,35.0,1.6,120.0,1.429673913043478,1400.0,6285.0
1416.5,700.0,0.0,0.0161290322580645,700.0,30.0,0,1440.0,1.6,100000.0,100000,30.0,0.0,100.0,2.023571428571429,900.0,0.0
1699.0,500.0,0.0,0.0606060606060606,500.0,26.46,0,1120.2105600000002,1.6,75000.0,75000,26.46,0.0,100.0,3.398,700.0,0.0
1675.0,507.7,0.0,0.0,507.7,35.0,0,1099.0,1.0,100000.0,100000,31.4,0.0,120.0,3.2991924364782355,1015.0,0.0
1647.9,25.0,0.0,0.0,25.0,35.0,0,1099.0,1.0,100000.0,100000,31.4,0.0,120.0,65.916,1015.0,0.0
120.41,10.0,0.0,0.0,10.0,41.5,0,1155.17325,1.65,25000.0,25000,16.87,0.0,110.0,12.041,800.0,0.0
967.5,583.75,0.0,0.075,583.75,60.0,0,1500.0,1.0,198538.26470588235,200000,25.0,2.755,100.0,1.657387580299786,1600.0,1461.735294117647
5072.75,3980.0,0.0,0.02,3980.0,72.0,1,4104.0,1.0,136466.0,136466,57.0,0.0,120.0,1.2745603015075375,4104.0,0.0
725.0,435.5,0.0,0.5507155923572717,435.5,11.55,0,130.02990000000003,1.3,49979.625,50000,8.66,6.8525,100.0,1.6647531572904708,102.0,20.375
7692.0,3782.0,0.0,0.0,3782.0,60.0,2,3384.0,1.2,347500.0,347500,47.0,0.0,130.0,2.033844526705447,2820.0,0.0
7541.0,3889.0,0.0,0.0,3889.0,70.0,0,4200.0,1.2,320000.0,320000,50.0,0.0,130.0,1.9390588840318848,3000.0,0.0
7463.0,3728.0,0.0,0.0,3728.0,60.0,2,360000.0,120.0,342500.0,342500,50.0,0.0,130.0,2.0018776824034337,3000.0,0.0
7523.0,3376.0,0.0,0.0,3376.0,60.0,2,338400.0,120.0,342500.0,342500,47.0,0.0,130.0,2.2283767772511847,2820.0,0.0
7336.0,3388.0,0.0,0.0,3388.0,60.0,2,338400.0,120.0,347500.0,347500,47.0,0.0,130.0,2.165289256198347,2820.0,0.0
3469.0,1239.66,0.0,0.0212765957446808,1239.66,90.0,2,5400.0,2.0,379407.6153846154,380000,30.0,7.555384615384615,100.0,2.7983479341109656,2700.0,592.3846153846154
4533.0,781.03,0.0,0.125,781.03,80.0,2,2400.0,1.0,274195.14285714284,275000,30.0,3.255952380952381,139.0,5.80387437102288,2400.0,804.8571428571429
98.8,13.5,0.0,0.0,13.5,38.89,0,1155.033,1.65,15000.0,15000,18.0,0.0,110.0,7.318518518518518,800.0,0.0
788.1,628.0,0.0,0.0,628.0,28.7,0,717.5,1.0,35100.0,35100,25.0,0.0,110.0,1.254936305732484,718.0,0.0
1990.1,1250.0,0.0,0.0,1250.0,32.0,0,816.0,1.0,94900.0,94900,25.5,0.0,110.0,1.59208,816.0,0.0
2476.44,1074.5,0.0,0.0,1074.5,30.0,0,1350.0,1.5,500000.0,500000,30.0,0.0,90.0,2.304737087017217,702.25,0.0
1373.9,581.0,0.0,0.0769230769230769,581.0,34.64,0,2039.88032,1.7,149834.0,150000,34.64,3.0,100.0,2.3647160068846818,1200.0,166.0
6663.0,2937.0,0.0,0.0,2937.0,50.0,2,3000.0,1.2,319000.0,319000,50.0,0.0,130.0,2.268641470888662,2500.0,0.0
986.0,70.0,0.0,0.1259842519685039,70.0,95.0,2,3990.0,1.5,199274.0,200000,28.0,2.75,100.0,14.085714285714284,2660.0,726.0
1971.1,132.0,0.0,0.0769230769230769,132.0,35.0,0,1470.0,1.2,187946.0,188000,35.0,1.67,100.0,14.932575757575757,1225.0,54.0
1976.46,450.0,0.0,0.0526315789473684,450.0,30.0,0,1044.0,1.2,179664.0,180000,29.0,1.25,100.0,4.392133333333334,870.0,336.0
361.3,248.55,0.0,0.5507155923572717,248.55,16.0,0,307.2,1.2,37190.0,37190,16.0,0.0,100.0,1.4536310601488631,200.96,0.0
428.0,242.85,0.0,0.0178571428571428,242.85,37.67,1,1170.59525,1.1,83142.76190476191,84000,28.25,6.353333333333334,130.0,1.7624047766110769,1064.18,857.2380952380952
423.0,187.7,0.0,0.2469135802469135,187.7,37.3,1,1189.87,1.1,83451.90909090909,84000,29.0,5.275,130.0,2.253596164091636,1081.7,548.0909090909091
812.0,655.4,0.0,0.0285714285714285,655.4,36.2,1,1847.648,1.1,131282.41666666666,132000,46.4,5.515000000000001,130.0,1.2389380530973453,1679.68,717.5833333333334
575.0,345.75,0.0,0.0344827586206896,345.75,49.14,1,1629.7281000000005,0.9,130838.2,132000,36.85,4.7036,130.0,1.6630513376717282,1810.81,1161.8
636.1,105.5,0.0,0.2372881355932203,105.5,28.0,0,812.0,1.0,196484.8333333333,200000,29.0,2.955,120.0,6.029383886255925,1741.0,3515.1666666666665
3530.006,3470.58,0.0,0.2,3470.58,44.72,0,2249.8632,1.5,399600.2307692308,400000,33.54,12.672307692307694,100.0,1.0171227863930523,1500.0,399.7692307692308
268.45,159.0,0.0,0.0,159.0,8.0,1,56.0,1.0,8981.142857142857,9000,7.0,13.54,114.0,1.688364779874214,56.0,18.857142857142858
69.13,59.0,0.0,0.0,59.0,16.0,1,320.0,1.0,-2640.0,11,20.0,5.0,100.0,1.1716949152542373,200.0,2651.0
1432.0,91270.0,0.0,0.3333333333333333,91270.0,45.0,0,3150.0,2.0,150000.0,150000,35.0,0.0,110.0,0.0156897118439794,1530.0,0.0
452.5,152.74,0.0,0.5507155923572717,152.74,34.33,1,883.9975,1.0,98225.30769230767,99985,25.75,4.615384615384615,120.0,2.9625507398193007,884.0,1759.6923076923076
458.0,239.23,0.0,0.5507155923572717,239.23,34.91,1,913.9438,1.0,106352.85294117648,107445,26.18,3.523529411764706,120.0,1.914475609246332,913.94,1092.1470588235295
2412.76,482.9,0.0,0.5507155923572717,482.9,30.0,0,1350.0,1.5,500000.0,500000,30.0,0.0,100.0,4.996396769517498,699.9,0.0
848.2,251.42,0.0,0.0333333333333333,251.42,40.0,0,1300.0,1.0,177214.83333333334,180000,32.5,3.2783333333333338,120.0,3.373637737650148,1300.0,2785.1666666666665
1328.0,1515.3,0.0,1.0,1515.3,40.0,2,1000.0,1.0,100000.0,100000,25.0,0.0,120.0,0.8763941133768891,2000.02,0.0
609.0,290.0,0.0,0.6,290.0,51.64,2,2000.0172,1.0,165904.0,170000,38.73,5.050000000000001,120.0,2.1,2000.02,4096.0
9481.0,5438.55,0.0,0.0,5438.55,100.0,2,1300000.0,130.0,750400.0,750400,100.0,0.0,90.0,1.7432955475264549,4500.0,0.0
3243.009,2090.6000000000004,0.0,0.2571428571428571,2090.6000000000004,46.19,0,2400.0324,1.5,399230.0465116279,400000,34.64,5.388837209302325,100.0,1.5512336171434036,1499.91,769.953488372093
3434.007,4297.32,0.0,0.1666666666666666,4297.32,44.72,0,2999.8176,1.5,399151.1186440678,400000,44.72,5.67542372881356,100.0,0.7991043254865824,1499.91,848.8813559322034
1476.0,1384.78,0.0,0.0930232558139534,1384.78,40.0,0,1680.0,1.4,249739.9782608696,250000,30.0,7.32195652173913,100.0,1.0658732795101027,1200.0,260.0217391304348
973.001,1916.78,0.0,0.0833333333333333,1916.78,38.3,0,1539.9663999999998,1.4,199875.7142857143,200000,28.72,7.692285714285715,100.0,0.5076226797024175,1099.98,124.28571428571428
1629.5,2442.46,0.0,0.1839080459770115,2442.46,40.0,0,1680.0,1.4,199848.06896551725,200000,30.0,5.304827586206897,100.0,0.6671552451217215,1200.0,151.93103448275863
374.0,259.5,0.0,0.0,259.5,45.81,0,1731.43476,1.1,95310.0,96000,34.36,4.818823529411765,120.0,1.441233140655106,1574.03,690.0
372.0,236.0,0.0,0.0515463917525773,236.0,47.1,0,1348.002,0.9,95120.9411764706,96000,31.8,3.8952941176470586,100.0,1.5762711864406782,1497.78,879.0588235294117
372.5,266.6,0.0,0.0196078431372549,266.6,46.5,0,1667.4900000000002,1.1,95388.4,96000,32.6,3.615333333333333,100.0,1.397224306076519,1515.9,611.6
370.5,284.95,0.0,0.0,284.95,48.5,0,1760.5500000000002,1.1,95472.8,96000,33.0,3.747333333333333,100.0,1.300228110194771,1600.5,527.2
10168.3,5372.35,0.0,1.0,5372.35,33.0,2,1900.8,1.8,380000.0,380000,32.0,0.0,120.0,1.8927098941803864,1056.0,0.0
6759.0,2732.32,0.0,1.0,2732.32,33.0,2,1900.8,1.8,380260.0,380260,32.0,0.0,120.0,2.4737219652163733,1056.0,0.0
7006.0,3443.74,0.0,1.0,3443.74,33.0,2,1900.8,1.8,380260.0,380260,32.0,0.0,120.0,2.034416070899661,1056.0,0.0
5722.4,4672.19,0.0,1.0,4672.19,33.0,2,1900.8,1.8,276000.0,276000,32.0,0.0,120.0,1.224778958047511,1056.0,0.0
5713.4,3113.74,0.0,1.0,3113.74,33.0,2,1900.8,1.8,276000.0,276000,32.0,0.0,120.0,1.8348995099141223,1056.0,0.0
8710.8,6402.0,1.0,0.0,6402.0,35.0,0,1653.75,1.35,280000.0,280000,35.0,0.0,135.0,1.3606373008434862,1600.0,0.0
2830.0,1934.0,0.0,0.0470588235294117,1934.0,40.0,0,1200.0,1.0,232326.0,233869,30.0,13.32,100.0,1.4632885211995863,1200.0,1543.0
1480.0,948.5,0.0,0.0126582278481012,948.5,28.28,0,599.8188,1.0,86245.0,86342,21.21,19.61,100.0,1.5603584607274643,600.0,97.0
3781.006,3327.54,0.0,0.2372881355932203,3327.54,44.72,0,2999.8176,1.5,398482.10869565216,400000,44.72,4.843695652173913,100.0,1.1362766488156415,2000.0,1517.891304347826
1777.3,1330.5,0.0,0.0263157894736842,1330.5,40.0,1,1600.0,1.0,102379.8,102609,40.0,13.95,100.0,1.335813603908305,1300.0,229.2
1087.3,563.4,0.0,0.0512820512820512,563.4,40.0,1,1600.0,1.0,80644.85714285714,81561,40.0,8.867142857142857,100.0,1.9298899538516152,1300.0,916.1428571428572
779.7,427.4500000000001,0.0,0.0804597701149425,427.4500000000001,40.0,1,1600.0,1.0,83647.44444444444,84192,40.0,8.363333333333333,100.0,1.8240729909930984,1000.0,544.5555555555555
1004.8,651.88,0.0,0.0930232558139534,651.88,40.0,1,1600.0,1.0,109687.25,110502,40.0,7.54125,100.0,1.541387985518807,1400.0,814.75
4351.0,2277.64,0.0,0.2,2277.64,46.0,0,2737.0,1.7,150000.0,150000,35.0,0.0,130.0,1.9103106724504315,1610.0,0.0
649.0,80.0,0.0,0.2307692307692307,80.0,45.0,0,4050.0,2.0,150000.0,150000,45.0,0.0,100.0,8.1125,2025.0,0.0
831.1,124.5,0.0,0.6,124.5,10.71,0,86.0013,1.0,25000.0,25000,8.03,0.0,120.0,6.675502008032129,86.0,0.0
2056.75,724.5,0.0,0.1428571428571428,724.5,25.82,0,499.8752,1.0,100000.0,100000,19.36,0.0,104.0,2.8388543823326438,500.0,0.0
2013.0,3785.52,0.0,0.0408163265306122,3785.52,41.63,1,1819.56404,1.4,234946.91666666663,235000,31.22,3.986666666666667,100.0,0.5317631395422557,1300.0,53.083333333333336
1621.0,3174.12,1.0,0.0612244897959183,3174.12,41.63,1,1819.56404,1.4,234305.18421052632,235000,31.22,4.823421052631579,100.0,0.5106927274331153,1300.0,694.8157894736842
1542.5,1775.09,1.0,0.1458333333333333,1775.09,43.2,1,1959.552,1.4,234486.4347826087,235000,32.4,5.455869565217391,100.0,0.8689700240551183,1400.0,513.5652173913044
3465.005,3517.08,0.0,0.140625,3517.08,44.78,0,3007.8726,1.5,398352.9411764706,400000,44.78,5.216176470588235,100.0,0.985193683396454,2005.0,1647.0588235294117
3492.005,3376.93,1.0,0.2151898734177215,3376.93,44.72,0,2999.8176,1.5,249437.32352941175,250000,44.72,5.182647058823529,100.0,1.03407680940973,2000.0,562.6764705882352
537.44,324.26,0.0,0.0,324.26,40.0,2,800.0,1.0,59676.53846153846,60000,20.0,7.135384615384615,100.0,1.6574353913526183,800.0,323.46153846153845
33.495,22.0,0.0,0.1111111111111111,22.0,3.0,0,9.0,1.0,4000.0,4000,3.0,0.0,100.0,1.5225,7.07,0.0
325.0,220.0,0.0,0.2153846153846154,220.0,50.0,0,2500.0,1.0,66000.0,66000,50.0,0.0,90.0,1.4772727272727273,2500.0,0.0
101.8,60.0,1.0,0.3888888888888889,60.0,50.0,0,2000.0,1.0,40000.0,40000,40.0,0.0,90.0,1.6966666666666663,2000.0,0.0
191.9,111.6,0.0,0.5507155923572717,111.6,16.0,0,307.2,1.2,30000.0,30000,16.0,0.0,99.0,1.7195340501792116,201.0,0.0
504.6,205.0,0.0,0.0666666666666666,205.0,30.0,0,1560.0,2.0,98267.33333333331,100000,26.0,2.5,100.0,2.4614634146341463,780.0,1732.6666666666667
2324.9,1059.45,0.0,1.0,1059.45,33.5,0,884.4,1.2,178624.0,179200,22.0,6.748,105.0,2.1944405115862,737.0,576.0
3055.6,1520.25,0.0,1.0,1520.25,32.0,0,1228.8,1.2,252577.6,252672,32.0,7.256,100.0,2.0099325768788026,1024.0,94.4
6138.6,3299.65,0.0,1.0,3299.65,54.0,0,2818.8,1.2,563961.1538461539,564480,43.5,6.965384615384616,100.0,1.8603791311199676,2349.0,518.8461538461538
5562.8,2351.9500000000003,0.0,1.0,2351.9500000000003,53.5,0,2150.7,1.2,431123.2142857143,431872,33.5,6.814285714285715,100.0,2.3651863347435107,1792.25,748.7857142857143
6474.0,3191.65,0.0,1.0,3191.65,53.0,0,2734.8,1.2,549023.8571428572,550144,43.0,7.464285714285714,100.0,2.028417902965551,2279.0,1120.142857142857
8114.2,3511.8,0.0,1.0,3511.8,54.0,0,2786.4,1.2,563407.2857142857,564480,43.0,6.715714285714286,100.0,2.3105529927672417,2322.0,1072.7142857142858
4240.1,1573.6,0.0,0.0510204081632653,1573.6,40.0,0,1344.0,1.2,266806.0,267008,28.0,6.159999999999999,100.0,2.6945221148957805,1120.0,202.0
679.0,756.0,0.0,0.088235294117647,756.0,30.0,0,1800.0,2.0,80000.0,80000,30.0,0.0,100.0,0.8981481481481481,900.0,0.0
2950.2,1957.0,0.0,0.0246913580246913,1957.0,34.5,0,1000.5,1.0,125000.0,125000,29.0,0.0,120.0,1.5075114971895758,1001.0,0.0
3281.9,2172.5,0.0,0.0266666666666666,2172.5,34.5,0,1000.5,1.0,125000.0,125000,29.0,0.0,120.0,1.5106559263521289,1001.0,0.0
493.8,256.6,0.0,0.0,256.6,40.0,1,1600.0,1.0,116213.14285714286,116312,40.0,5.128571428571428,100.0,1.9243959469992205,1600.0,98.85714285714286
570.9,237.3,0.0,0.1666666666666666,237.3,40.0,1,1600.0,1.0,123731.66666666669,123816,40.0,5.281111111111112,100.0,2.4058154235145386,1600.0,84.33333333333333
561.5,259.1,0.0,0.1666666666666666,259.1,40.0,1,1600.0,1.0,123776.4,123816,40.0,4.436,100.0,2.1671169432651483,1600.0,39.6
490.6,246.4,0.0,0.1666666666666666,246.4,40.0,1,1600.0,1.0,116226.46666666666,116312,40.0,4.525333333333333,100.0,1.9910714285714288,1600.0,85.53333333333333
521.4,289.5,0.0,0.1666666666666666,289.5,40.0,1,1600.0,1.0,112511.2,112560,40.0,5.5920000000000005,100.0,1.8010362694300517,1600.0,48.8
